Record_Data,TFIDF_Matched,TFIDF_Max_Scores,W2VEC_Matched,W2VEC_Max_Scores,GPT3_Matched,GPT3_Max_Scores
"Louisiana State Board of Medical Examiners,630 Camp Street,PO Box 30250,New Orleans,LA,70190","Louisiana State Board of Medical Examiners-Occupational Therapy,PO Box 30250,New Orleans,70190-0250",0.6368140854412101,"Texas State Board of Podiatric Medical Examiners,PO Box 12216,Austin,78711-2216",0.9998543,"Louisiana State Board of Medical Examiners,630 Camp St,Verification Department,New Orleans,70130",0.973295058002555
"Michigan Board of Medicine,611 West Ottawa Street,Box 30670,Lansing,MI,48909","Michigan Board of Medicine,611 W Ottawa St,Ottawa Bldg,Lansing,48909,United States",0.6555889110491044,"West Virginia Board of Physical Therapy,642 Davisson Run Rd,License Verification,Clarksburg,26301",0.99969083,"Michigan Board of Medicine,611 W Ottawa St,Ottawa Bldg,Lansing,48909,United States",0.9717291876770264
"Florida Dept. of Health Div. of Medical Quality,4052 Bald Cypress Way,Bin C-03,Tallahassee,FL,32399","Florida Medical Quality Assurance,4052 Bald Cypress Way,Bin #C00,Tallahassee,32399,United States",0.6438262033862054,"Florida Department of Health Division of Medical Quality Assurance,4052 Bald Cypress Way,Bin A04,Tallahassee,32399-7017,United States",0.99974895,"Florida Department of Health Division of Medical Quality Assurance,4052 Bald Cypress Way,Bin A04,Tallahassee,32399-7017,United States",0.9813972526711628
"North Carolina Board of Med Examiners,P.O. Box 20007,Raleigh,NC,27619","North Carolina Board of Medical Examiners-Physician Assistant,PO Box 20007,Raleigh,27619",0.707652798372861,"North Carolina Board of Nursing,PO Box 2129,Raleigh,27602",0.99989444,"North Carolina Board Medical Examiners-Nurse Practitioner,PO Box 2129,Raleigh,27602-2129",0.9593806556858352
"New York State Board of Medicine - MD, DO,89 Washington Ave,2nd Floor West Wing,Albany,NY,12234","New York State Board of Medicine-MD, DO,89 Washington Ave,Medicine Unit,Albany,12234-1000",0.6625704566360529,"New York State Board of Clinical Laboratory Technology,89 Washington Ave,Albany,12234-1000,United States",0.9997907,"New York State Board of Medicine-MD, DO,89 Washington Ave,Medicine Unit,Albany,12234-1000",0.9763033376188465
"Tennessee State Division of Health Related Boards,2nd 665 Mainstream Dr,Nashville,TN,37228","State of Tennessee, Division of Health Related Boards,665 Mainstream Dr Fl 2,Nashville,37243-1003",0.7016567055586123,"Alaska State Medical Board-Physician Assistant,PO Box 110806,Division of Occupational Licensing,Juneau,99811",0.99937433,"State of Tennessee, Division of Health Related Boards,665 Mainstream Dr Fl 2,Nashville,37243-1003",0.974476049236797
"Connecticut Department of Health, Physician Licensure,410 Capital Avenue, MS# 12APP,P.O. Box 340308,Hartford,CT,06134","Connecticut State Dental Commission,PO Box 340308,410 Capitol Ave MS#12APP,Hartford,06134-0438",0.6421263210317949,"Tennessee Department of Motor Vehicles,PO Box 945,Nashville,37202,United States",0.99976367,"Connecticut Department of Public Health,410 Capitol Ave MS#12APP,PO Box 340308,Hartford,06106-1367",0.9484098565837914
"Kansas State Board of Healing Arts,235 S. Topeka Blvd,Topeka,KS,66603","Kansas State Board of Healing Arts,800 Sw Jackson St,Ste A,Topeka,66612,United States",0.5243548380491082,"Nevada State Board of Audiology & Speech Pathology,PO Box 70550,Reno,89570",0.9997329,"Kansas State Board of Healing Arts,800 Sw Jackson St,Ste A,Topeka,66612,United States",0.9718615295016511
"Alaska State Medical License Board,PO Box 110806,333 Willoughby Ave, 9th Floor,Juneau,AK,99811","Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.5742280865935395,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.99976945,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.9720830803995407
"Georgia Composite State Bd of Medical Examiners,2 Peachtree St, NW,10th Fl,Atlanta,GA,30303","Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.6764651049575983,"State of Nevada Emergency Medical Systems,4150 Technology Way,Ste 101,Carson City,89706-2028,United States",0.9995906,"Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.9670574661128841
"Michigan Board of Medical Professionals,Po Box 30670,Lansing,MI,489098170","Michigan Board of Osteopathic Medicine & Surgery,PO Box 30670,Lansing,48909",0.5108465250577062,"Alaska Board of Nursing,PO Box 110806,Juneau,99811-0806",0.9997922,"Michigan Board of Medical Professionals,611 W Ottawa St,Lansing,48909,United States",0.9535124724067489
"Oklahoma State Board of Medical Licensure and Supervision,Licensure and Supervision,P.O. Box 18256,Oklahoma,OK,73154-0256","Oklahoma State Board of Medical Licensure & Supervision,PO Box 18256,Oklahoma City,73154,United States",0.7701222035730153,"Oklahoma State Board of Medical Licensure & Supervision,PO Box 18256,Oklahoma City,73154,United States",0.99981296,"Oklahoma State Board of Medical Licensure & Supervision,PO Box 18256,Oklahoma City,73154,United States",0.9865507927210595
"Texas Medical Board,P.O. Box 2018,Austin,TX,78768","Texas Medical Board-Physician Assistants,PO Box 2018,Mc 240,Austin,78768-2018",0.6941327844521956,"Nebraska State Medical Board-Physician Assistant,PO Box 94986,Lic & Reg/Health Services,Lincoln,68509-4986",0.99939555,"Texas Medical Board-Physician Assistants,PO Box 2018,Mc 240,Austin,78768-2018",0.9438810721292297
"Virginia Board of Medicine,6606 West Broad St,4th Fl,Richmond,VA,232301717","Virginia Board of Audiology & Speech Pathology,5503 W Broad St Fl 5,Richmond,23230-None",0.3446261269531642,"West Virginia Board of Medicine,101 Dee Dr,Charleston,25311",0.999744,"Virginia Board of Medicine,9960 Mayland Dr Ste 300,Richmond,23233-1485",0.9541459969899326
"Arizona Medical Board,9545 E. Doubletree Ranch Rd,Scottsdate,AZ,85258","Arizona Regulatory Board of Physician Assistants,9545 E Doubletree Ranch Rd,Scottsdale,85258",0.6503690691586138,"Texas Medical Board,333 Guadalupe St,Ste 3 610,Austin,78701,United States",0.99945754,"Arizona Board of Osteopathic Examiners,9535 E Doubletree Ranch Rd,Scottsdale,85258",0.9503921806399018
"Oregon Board of Medical Examiners,1500 SW 1st Ave,Ste 620,Portland,OR,97201","Oregon Medical Board,1500 Sw 1St Ave,Ste 620,Portland,97201-5847",0.8205839653872056,"Alabama Board of Medical Examiners & Medical Licensure Commission of Alabama,PO Box 946,Montgomery,36101,United States",0.99973655,"Oregon Medical Board,1500 Sw 1St Ave,Ste 620,Portland,97201-5847",0.9614080423449914
"Rhode Island Department of Health,75 Davis St,104 Cannon Bldg,Providence,RI,02908","Rhode Island Department of Professional Regulation Resp Therapy,3 Capitol Hl,Ste 104,Providence,02908-5034",0.44376426364930965,"Rhode Island Department of Health-Controlled Substances,3 Capitol Hl,Providence,2908",0.99954945,"State of Rhode Island Department of Health,3 Capitol Hl,Providence,2908",0.9397677966801655
"Tennessee Medical Board,710 James Robertson Pkwy,Nashville,TN,37243","Tennessee Board of Medical Examiners,710 James Robertson Pkwy,Dept of Health,Nashville,37243",0.8125538568431037,Emergency Medical Services,0.999109,"Tennessee Board of Medical Examiners,710 James Robertson Pkwy,Dept of Health,Nashville,37243",0.9708369157194664
"Michigan Dept of Lic and Reg Affairs Board of Osteopathic Med and Surgery,PO Box 30670,Lansing,MI,489098170","Michigan Board of Osteopathic Medicine & Surgery,PO Box 30670,Lansing,48909",0.45104285401824895,"Kentucky Board of Physicians Assistants,310 Whittington Pkwy,Ste 1B,Louisville,40222-4916",0.9996711,"Michigan Board of Osteopathic Medicine & Surgery,PO Box 30670,Lansing,48909",0.9717956229603807
"Wisconsin Medicial Examining Board,1400 East Washington Ave,Madison,WI,53702","Wisconsin Department of Safety & Professional Services,1400 E Washington Ave,Madison,53703",0.39296689052008793,"Indiana Behavioral Health Board,402 W Washington St,Rm W072,Indianapolis,46204-2298,United States",0.99935126,"Wisconsin Medical Examining Board,PO Box 8366,Madison,53708",0.964572403717337
"XXXXWyoming Medical Center,DO NOT USE - THIS IS A HOSPITAL,Casper,WY,82601",California 805-DO,0.15730961513609912,"California Emergency Medical Services Authority,10901 Gold Center Dr,Ste 400,Rancho Cordova,95670-6073",0.9991585,"Wyoming Board of Medicine,130 Hobbs Ave Ste A,Cheyenne,82009-4723",0.8525254768095172
"Washington Department of Health Medical Quality Assurance,1300 Quince Street S.E.,P.O. Box 47866,Olympia,WA,98504","Washington State Medical Quality Assurance Commission,1300 Quince St SE,Olympia,98501,United States",0.5583976271967008,"Nebraska Department of Health Human Services/Business,PO Box 95026,Licensing and Registrations,Lincoln,68509-5026",0.9997394,"Washington State Medical Quality Assurance Commission,1300 Quince St SE,Olympia,98501,United States",0.9622243746214879
"Arizona Board of Medical Examiners,1651 East Morten Ave #210,Phoenix,AZ,85020","Arizona Department of Health Services,150 N 18Th Ave,Phoenix",0.24268180454280236,"Idaho State Board of Optometry,1109 W Main St,Ste 220,Boise,83702-5653",0.9997183,"Arizona Board of Behavioral Health Examiners,3443 N Central Ave Ste 1700,Phoenix,85012-2201",0.9343367873482353
"Delaware Medical Board,861 Silver Lake Blvd,Ste 203,Dover,DE,19904","Delaware Board of Medical Practice,861 Silver Lake Blvd Ste 203,Dover,19904-2467",0.8194144936564502,"Delaware Board of Speech Pathologists, Audiology,861 Silver Lake Blvd Ste 203,Dover,19904-2467",0.99899775,"Delaware Board of Medical Practice,861 Silver Lake Blvd Ste 203,Dover,19904-2467",0.9809415818408467
"State of Nevada Health and Human Services,727 Fairview Dr. Ste. E,Carson City,NV,89701","Nevada Secretary of State,101 N Carson St,Ste 3,Carson City",0.3933504221816987,"Michigan Bureau of Health Services,PO Box 30670,Licensure Verification,Lansing,48909-8170",0.99967694,"Nevada Division of Public & Behavioral Health,4150 Technology Way,Carson City,89706,United States",0.9202178732541292
"Colorado State Board of Dental Examiners,128 State Services Bldg,Denver,CO,80203","Colorado State Board of Dental Examiners,1560 Broadway Ste 1550,Denver,80202-5152",0.3462297989678942,"Maine State Board of Dental Examiners,35 State House Sta,Augusta,04333-0035",0.9997656,"Colorado State Board of Dental Examiners,1560 Broadway Ste 1550,Denver,80202-5152",0.9731392529429441
"Indiana Medical Board,322 Canal Walk,Indianapolis,IN,46202","Indiana Counselors Association of Alcohol & Drug Abuse,1441 N Delaware St,Indianapolis,46202,United States",0.3420949863794185,"Indigo Medical Training CPR Certified,PO Box 312637,New Braunfels,78130,United States",0.99930495,"Medical Licensing Board of Indiana,402 W Washington St,Indianapolis,46204,United States",0.9185912474532457
"New York State Board of Dentistry,State Education Department,Cultural Education Center,Albany,NY,12230",New York State Education Department,0.6256866012757974,"New Jersey State Board of Chiropractic Examiners,PO Box 45004,Newark,7101",0.9997164,"New York State Board of Dentistry,89 Washington Ave 2,Office Of Professions,Albany,12234-1000",0.9499587311131913
"New Mexico St Bd Dental Examiners,P.O. Drawer 1388,Santa Fe,NM,87504","New Mexico Department of Motor Vehicles,PO Box 1028,Santa Fe,87504,United States",0.4272664523336028,"New Mexico Athletic Trainers Practice Board,2550 Cerrillos Rd,Santa Fe,87505,United States",0.999154,"New Mexico Board of Dental Health Care,2550 Cerrillos Rd Fl 2,Santa Fe,87505-3260",0.9344766835459117
"Texas State Board of Dental Examiners,411 W. 13th St,Ste 503,Austin,TX,78701","Texas State Board of Dental Examiners,333 Guadalupe,Tower 3, Ste 800,Austin,78701",0.4272647135055013,"Vermont Board of Medical Practice,109 State St,Ste 17,Montpelier,5609,United States",0.99980545,"Texas State Board of Dental Examiners,333 Guadalupe,Tower 3, Ste 800,Austin,78701",0.9670989526497742
"California State Board of Nursing,Sacramento,CA","California Board of Registered Nursing,PO Box 944210,Sacramento,94244,United States",0.40477870241135794,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.99975127,"California Board of Registered Nursing,PO Box 944210,Sacramento,94244,United States",0.9351044431491502
"New Mexico Dept. of Health Maternal Health Program,1190 S. St. Francis Drive,Santa Fe,NM,87505","New Mexico Department of Health,1190 S Saint Francis Dr,Santa Fe,87505",0.6597381409062295,"New York Office of Professions,1411 Broadway,Fl 10,New York,10018,United States",0.999567,"New Mexico Department of Health,1190 S Saint Francis Dr,Santa Fe,87505",0.959759069735267
"Georgia Professional Licensing,214 State Capitol,Atlanta,GA,30334","Georgia Secretary of State,214 State Capitol Sw,Atlanta,30334-None",0.6678493134065672,"Washington State Division of Professional Licensing,PO Box 47866,Medical QA Commission,Olympia,98504-7866",0.9992803,"Georgia Secretary of State,214 State Capitol Sw,Atlanta,30334-None",0.9195830068709645
"Hawaii Board of Medical Examiners,1010 Richard Street,P.O. Box 96813,Honolulu,HI,96813","Hawaii Board of Osteopathic Examiners,335 Merchant St Ste 3,Honolulu,96813,United States",0.47471468489057145,"Alaska Board of Nursing,PO Box 110806,Juneau,99811-0806",0.9997998,"Hawaii Board of Medical Examiners,PO Box 3469,Honolulu,96801",0.9786065243900642
"Louisiana State Board of Medical Examiners,P.O. Box 30250,New Orleans,LA,70190","Louisiana State Board of Medical Examiners-Occupational Therapy,PO Box 30250,New Orleans,70190-0250",0.7578271763548199,"Louisiana State Board of Medical Examiners-Occupational Therapy,PO Box 30250,New Orleans,70190-0250",0.9998812,"Louisiana State Board of Medical Examiners,630 Camp St,Verification Department,New Orleans,70130",0.9567942616573849
"New Jersey State Physician Assistant Advisory Committee,NJ","New Jersey Physician Assistant Advisory Committee,140 E Front St,# 3,Trenton,8625,United States",0.5751888351720279,"New York State Workers Compensation Board,150 Broadway,Ste 195,Albany,12204,United States",0.9993401,"New Jersey Physician Assistant Advisory Committee,140 E Front St,# 3,Trenton,8625,United States",0.9123331470603147
"Medical Board of California,1426 Howe Ave.,Suite 54,Sacramento,CA,958253236","California Department of Consumer Affairs,1426 Howe Ave Ste 54,Sacramento,95825-3204",0.5532827347818923,"Idaho Board of Nursing,PO Box 83720,Boise,83720-0061",0.9995883,"Medical Board of California,2005 Evergreen St,Ste 1200,Sacramento,95815-5401,United States",0.9321794093254538
"Arizona Board of Medical Examiners,9545 East Doubletree Ranch Road,Scottsdale,AZ,85258","Arizona Regulatory Board of Physician Assistants,9545 E Doubletree Ranch Rd,Scottsdale,85258",0.6967788896214497,"Kentucky Board of Emergency Medical Services,118 James Ct,Ste 50,Lexington,40505-4180",0.9997368,"Arizona Board of Osteopathic Examiners,9535 E Doubletree Ranch Rd,Scottsdale,85258",0.9650171118641633
"Washington State Health Professions Quality Assurance,1300 Quince St SE,Olympia,WA,98504","Washington State Medical Quality Assurance Commission,1300 Quince St SE,Olympia,98501,United States",0.6843808664598254,"Washington State Medical Quality Assurance Commission,1300 Quince St SE,Olympia,98501,United States",0.9997475,"Washington State Health Professions Quality Assurance,PO Box 47877,Olympia,98504-7877",0.9706480559069334
"Tennessee Board of Medical Examiners,425 Fifth Ave N,First Fl, Cordell Hull Bldg,Nashville,TN,37247","Tennessee Board of Respiratory Care,425 5Th Ave N,# 3,Nashville,37243-3400",0.30355542907276734,"Tennessee Board of Respiratory Care,425 5Th Ave N,# 3,Nashville,37243-3400",0.9996218,"Tennessee Board of Medical Examiners,710 James Robertson Pkwy,Dept of Health,Nashville,37243",0.9407552803598845
"Georgia State Board of Medical Examiners,166 Pryor St. S. W.,Atlanta,GA,30303","Georgia Board of Pharmacy,2 Peachtree St Nw,Atlanta,30303",0.4323487332591263,"Alabama Board of Medical Examiners-Physician Assistant,PO Box 946,Montgomery,36101-0946",0.9997435,"Georgia Composite State Board of Medical Exam-Physician Assistant,2 Peachtree St Nw Ste 3900,Atlanta,30303-3171",0.9290388615996461
"Minnesota Board of Medical Practice,480 Delaware Street SE,P.O. Box 64392,Minneapolis,MN,55455","Minnesota Board of Medical Practice-Physician Assistant,2829 University Ave Se,Ste 400,Minneapolis,55413-2054",0.3052858484990556,"Hawaii Board of Medical Examiners-Physician Assistant,PO Box 3469,Honolulu,96801",0.9997592,"Minnesota Board of Medical Practice,335 Randolph Ave,Ste 140,Saint Paul,55102,United States",0.9415593386162969
"State Medical Board of Ohio,30 E. Broad Street,3rd Floor,Columbus,OH,432156127","Ohio State Medical Board,30 E Broad St Fl 3,Columbus,43215-6127",0.4956404268461623,"Oklahoma State Board of Medical License-Physician Assistant,PO Box 18256,Oklahoma City,73154",0.9997028,"Ohio State Medical Board,30 E Broad St Fl 3,Columbus,43215-6127",0.9611013524755955
"California DCA - Registered Nurses,CA",Association of Registered Nurses of Newfoundland,0.40144802193335166,"Tennessee Medical Exam Council For Responsive Care,283 Plus Park Blvd,Nashville,37217-1003,United States",0.9991922,"California Board of Registered Nursing,PO Box 944210,Sacramento,94244,United States",0.8867552264289895
"Nebraska Dept of Health & Human Services,301 Centennial Mall S,Lincoln,NE","Nebraska State Pharmacy Board,301 Centennial Mall S,Lincoln,68508,United States",0.6384956329449951,"Bureau of Long Term Care & Behavioral Health Services,Po Box 8206,Columbia,29202,United States",0.9997654,"Nebraska Regulations & Licensure Credentials Division,301 Centennial Mall S,Health & Human Services,Lincoln,68508-2529",0.9408096972312273
"D.C. Occupational and Professional Licensing,Application Division - Rm. 904,P.O. Box 37200,Washington,DC,20013","D.C. Dental Professional Licensing & Certification Division,899 N Capitol St Ne,Health Professional Licensing Administration,Washington,20002",0.25926951820298905,"Washington D.C. Medicaid,PO Box 34734,Washington,20043,United States",0.9996788,"D.C. Professional Licensing & Certification-Psychology,899 N Capitol St Ne,C/O Dept Of Health - Licensing Administration,Washington,20002",0.899098756484493
"State of Nevada Board of Examiners for Marriage and Family Therapists & Clinical,7324 W Cheyenne,Ste 10,Las Vegas,NV,89129","Nevada Board of Marriage & Family Therapists,PO Box 370130,Las Vegas,89137-0130",0.422989425839359,"Alabama Board of Medical Examiners & Medical Licensure Commission of Alabama,PO Box 946,Montgomery,36101,United States",0.9998186,"Nevada Board of Marriage & Family Therapists,PO Box 370130,Las Vegas,89137-0130",0.9474794171357379
"California Board of Psychology,1422 Howe Ave,Sacramento,CA,958253200","California Board of Podiatric Medicine,1430 Howe Ave,License Verification,Sacramento,95825-3204",0.3207808516369416,"Idaho Board of Nursing,PO Box 83720,Boise,83720-0061",0.9996765,"California Board of Psychology,2005 Evergreen St Ste 1400,Sacramento,95815-3894",0.9455192821088351
"Chiropractic Physicans' Board of Nevada,4600 Kietzke Lane M-245,Reno,NV,89502","Nevada Board of Chiropractic Examiners,4600 Kietzke Ln Ste M245,Reno,89502-5000",0.537913670585551,"Maryland Board of Optometry,4201 Patterson Ave,Baltimore,21215-2299",0.9995641,"Nevada Board of Chiropractic Examiners,4600 Kietzke Ln Ste M245,Reno,89502-5000",0.9615858426736732
"Missouri State Board of Nursing,MO","Missouri Board of Optometry,3605 Missouri Blvd,3605 Missouri Blvd,Jefferson City,65109-5770",0.33788118038674814,"Alabama State Board of Pharmacy,111 Village St,Birmingham",0.9995454,"Missouri State Board of Nursing,PO Box 656,Jefferson City,65102-0656",0.9418552573170347
"Nevada State Board of Optometry,284 E Winnie Ln,Carson City,NV,89702","Nevada State Board of Optometry,PO Box 1824,Carson City,89702",0.5859508949441932,"Guam Board of Medical Examiners,1304 E Sunset Blvd,Health Professional Licensing,Barrigada,96913,Guam",0.99930394,"Nevada State Board of Optometry,PO Box 1824,Carson City,89702",0.9595196897434053
"State of Nevada Board of Occupational Therapy,6170 May Anne Ave,Ste 1,Reno,NV,89523","Nevada Board of Occupational Therapy,PO Box 34779,Reno,89533-4779",0.2860759272890784,"Nebraska State Board of Optometry,Dept of HHS Regulation and Licensure,P.O. Box 95007,Lincoln,68509-5007",0.9997532,"Nevada Board of Occupational Therapy,PO Box 34779,Reno,89533-4779",0.9605745996847701
"Nevada State Board of Medical Examiners-Physician Assistant,NV",American Medical Association-Physician Assistant,0.552179707544636,"Nevada State Board of Optometry,PO Box 1824,Carson City,89702",0.9997518,"Nevada State Board of Medical Exam-Physician Assistant,PO Box 7238,Reno,89510,United States",0.9492916952481091
"California Board of Chiropractic Examiners,2710-North Gateway Oaks,Ste 100,Sacramento,CA,95833","California Board of Vocational Nursing/Psychiatric,2535 Capitol Oaks Dr Ste 205,Sacramento,95833-2945",0.3691015958064291,"Alabama Board of Speech-Language Pathology/Audiology,PO Box 304760,License Verification,Montgomery,36130-4760",0.99964106,"California Board of Chiropractic Examiners,901 P St Ste 142A,Sacramento,95814-6424",0.9657755591001119
"Osteopathic Medical Board of California,2720 Gateway Oaks Dr. Ste.,350,Sacramento,CA,95833","California Board of Vocational Nursing/Psychiatric,2535 Capitol Oaks Dr Ste 205,Sacramento,95833-2945",0.3996231793472761,"American Board of Medical Genetics,9650 Rockville Pike,Bethesda,20814-3999",0.99940586,"Osteopathic Medical Board of California,1300 National Dr Ste 150,Sacramento,95834-1991",0.9680707576230242
"California Board of Chiropractic Examiners,CA",Wyoming Board of Chiropractic Examiners,0.48214884099824495,"Alaska Board of Chiropractic,PO Box 110806,Division of Commerce,Juneau,99811-0806",0.9997322,"California Board of Chiropractic Examiners,901 P St Ste 142A,Sacramento,95814-6424",0.9326697936480788
"Virginia Board of Medicine,6606 W. Broad St.,4th Floor,Richmond,VA,232301717","Virginia Board of Audiology & Speech Pathology,5503 W Broad St Fl 5,Richmond,23230-None",0.3008271112447205,"Texas State Board of Examiners of Psychologists,333 Guadalupe St,Ste 2,Austin,78701-3942,United States",0.9995687,"Virginia Board of Medicine,9960 Mayland Dr Ste 300,Richmond,23233-1485",0.9495827315641417
"State of NV Board of Homeopathic Medical Examiners,1301 Cordone Ave,Ste 190,Reno,NV,89502","Nevada Board of Psychological Examiners,4600 Kietzke Ln,Ste B116,Reno,89502",0.22693962116364563,"Georgia State Board of Examiners of Psychologists,237 Coliseum Dr,Macon,31217-3858",0.9997004,"Nevada State Board of Medical Examiners,PO Box 7238,Reno,89510,United States",0.9267074484692299
"State of Nevada Board of Oriental Medicine,3191 E Warm Springs Rd,Las Vegas,NV,89120","Nevada Board of Marriage & Family Therapists,PO Box 370130,Las Vegas,89137-0130",0.23221027091612972,"Louisiana Board of Optometry Examiners,419 Highway 165 N,License Verifications,Oakdale,71463",0.99943835,"Nevada State Board of Osteopathic Medicine,901 American Pacific Dr Ste D,Henderson,89014-7912",0.9035387924040956
"Nevada Board of Examiners for Alcohol, Drug and Gambling Counselors,625 Fairview Dr.,Carson City,NV,89701","Nevada State Board of Examiners for Alcohol Drug & Gambling Counselors,4600 Kietzke Ln,B115,Reno,89502,United States",0.4254930145040622,"Kentucky Board of License for Marriage & Family,PO Box 456,Frankfort,40602,United States",0.9997959,"Nevada State Board of Examiners for Alcohol Drug & Gambling Counselors,4600 Kietzke Ln,B115,Reno,89502,United States",0.9522506686332225
"State of Hawaii Dept of Comm, Consumer Affairs,PO Box 3469,Honolulu,HI,96801","Hawaii State Board of Psychology,Dept of Commerce & Consumer Affairs,PO Box 3469,Honolulu,96801",0.7502996795833389,"Texas State Board of Examiners of Professional Counselors,PO Box 149347,Texas Dept of State Health Services, Mc 1982,Austin,78714-9347",0.99958587,"Hawaii Department of Commerce/Consumer Affairs Licensing,PO Box 3469,Honolulu,96801",0.9707146545423122
"California Physician Assistant Committee,1424 Howe Ave,Ste 35,Sacramento,CA,96825","California Physician Assistant Board,2005 Evergreen St,Ste 1100,Sacramento,95815-3893,United States",0.2753075106991516,"California Physician Assistant Board,2005 Evergreen St,Ste 1100,Sacramento,95815-3893,United States",0.9995409,"California Physician Assistant Board,2005 Evergreen St,Ste 1100,Sacramento,95815-3893,United States",0.923100772105729
"California DCA -Nurse Practitioners,CA","American Academy of Nurse Practitioners-Adult Nurse Practitioner,Po Box 12926,Capital Station, Lbj Bldg,Austin,78711,United States",0.275706180622031,"Department of Health Environmental Health Administration,51 N St Ne Rm 6025,Bureau Of Food, Drug And Radiation Protection,Washington,20002",0.998088,UC Davis Center for Professional Practice of Nursing,0.8821569558845372
"California Board of Registered Nursing,1625 N Market Blvd,Sacramento,CA,95834","California Board of Pharmacy,1625 N Market Blvd,Ste N 219,Sacramento,95834-1924,United States",0.6209327605806871,"Department of Consumer Affairs Board of Psychology,1625 N Market Blvd,Ste N-215,Sacramento,95834-1924,USA",0.999714,"California Board of Registered Nursing,PO Box 944210,Sacramento,94244,United States",0.958634718458461
"Nevada State Board of Optometry,284 E Winnie Ln,Carson City,NV,89706","Nevada Secretary of State,101 N Carson St,Ste 3,Carson City",0.4042759401960143,"Guam Board of Medical Examiners,1304 E Sunset Blvd,Health Professional Licensing,Barrigada,96913,Guam",0.9993401,"Nevada State Board of Optometry,PO Box 1824,Carson City,89702",0.9602694876944171
"California State Board of Occupational Therapists,444 North 3rd St.. Ste. 410,Sacramento,CA,95814","California Board of Chiropractic Examiners,901 P St Ste 142A,Sacramento,95814-6424",0.3271834859518027,"North Dakota State Board of Occupational Therapy Practice,PO Box 4005,Bismarck",0.9996323,"California Board of Occupational Therapy,2005 Evergreen St Ste 2250,Sacramento,95815-5400",0.9447409040493246
"California Board of Acupuncture,CA","California Board of Acupuncture,1747 N Market Blvd Ste 180,Sacramento,95834-2979",0.3430316857028536,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.9995597,"California Board of Acupuncture,1747 N Market Blvd Ste 180,Sacramento,95834-2979",0.9302494932818587
"California Board of Speech Language Pathology & Audiology,CA","Washington D.C. Board of Audiology & Speech-Language Pathology,899 N Capitol St Ne,Washington,20002,United States",0.4978297124407721,"Washington State Board of Osteopathic Medicine & Surgery,PO Box 47870,Olympia,98504,United States",0.99972546,"California Board of Speech Pathology & Audiology,2005 Evergreen St Ste 2100,Sacramento,95815-5400",0.9286871758509372
"Illinois Dept Financial and Profesional Regulation,320 W Washington St,3rd Fl,Springfield,IL,62786","Illinois Department of Professional Regulation-Optometry,320 W Washington St,Springfield,62786",0.5564246885593125,"Indiana Behavioral Health Board,402 W Washington St,Rm W072,Indianapolis,46204-2298,United States",0.9997301,"Illinois Department of Financial & Professional Reg,320 W Washington St,Fl 3,Springfield,62701,United States",0.9806874976935066
"Virginia Department of Health Professions,VA","Virginia Department of Health Professions,9960 Mayland Dr,Ste 300,Richmond,23233,United States",0.3947943552948517,Michigan Department of Motor Vehicles,0.9995527,"Virginia Department of Health Professions,9960 Mayland Dr,Ste 300,Richmond,23233,United States",0.9233615724935308
"Alaska State Medical License Board,65 Obx 110806,Juneau,AK,998110806","Alaska Board of Pharmacy,Division of Occupational Licensing,PO Box 110806,Juneau,998110806",0.4991558026432743,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.9997029,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.9605366285628927
"Delaware Medical Board,DE",Delaware Medicaid,0.4473044122842594,"CAMTS-Commission on Accreditation of Medical Transport Systems,PO Box 130,Sandy Springs,29677,United States",0.99886346,"Delaware Medical License,Po Box 1401,Cannon Building Ste 203,Dover,19903,United States",0.8899561809923231
"Colorado Dept of Regulatory Agencies,CO","Colorado Department of Regulatory Agencies,1560 Broadway,Ste 1350,Denver,80202-5146,United States",0.48572777526387745,"Texas Department of Insurance, Division of Workers Compensation,7551 Metro Center Dr,Ste 100,Austin,78744-1645",0.9995124,"Colorado Department of Regulatory Agencies,1560 Broadway,Ste 1350,Denver,80202-5146,United States",0.9171353210516003
"Minnesota Board of Nursing,MN","Minnesota Board of Nursing,2829 University Ave Se,Ste 200,Minneapolis,55414-3250,United States",0.2722653466344592,"Wisconsin Board of Optometry,PO Box 8935,Dept of Regulation/Licensing,Madison,53708-8935",0.999297,"Minnesota Board of Nursing,2829 University Ave Se,Ste 200,Minneapolis,55414-3250,United States",0.9278906410937864
